tenure,monthlycharges,totalcharges,gender_male,seniorcitizen_yes,partner_yes,dependents_yes,phoneservice_yes,multiplelines_no_phone_service,multiplelines_yes,internetservice_fiber_optic,internetservice_no,onlinesecurity_no_internet_service,onlinesecurity_yes,onlinebackup_no_internet_service,onlinebackup_yes,deviceprotection_no_internet_service,deviceprotection_yes,techsupport_no_internet_service,techsupport_yes,streamingtv_no_internet_service,streamingtv_yes,streamingmovies_no_internet_service,streamingmovies_yes,contract_one_year,contract_two_year,paperlessbilling_yes,paymentmethod_credit_card_automatic,paymentmethod_electronic_check,paymentmethod_mailed_check,churn,avg_monthly_spend,is_new_customer,is_loyal_customer,high_spender,has_fiber_contract,num_services
-1.2802480369298874,-1.1616939352451685,-0.9941940877241976,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,3.5475505863148133,True,False,False,False,1
0.0643026851883519,-0.2608779199297493,-0.1737398182504072,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,-0.1632428637720294,True,False,False,False,3
-1.2395040756535771,-0.3639232943754246,-0.9596491092068434,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,4.006817448045839,True,False,False,False,3
0.512486259227765,-0.747850415293989,-0.1952477071740473,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,0,-0.12909056593594148,True,False,False,False,3
-1.2395040756535771,0.1961781764018748,-0.94045745447498,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,3.926686641588822,True,False,True,False,1
-0.9950403079957154,1.1584890119510036,-0.6453692184426381,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1,-130.12284187911573,True,False,True,False,5
-0.4246248501273714,0.8078023344020117,-0.1473126890908986,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,0,-0.2560289388992718,True,False,True,False,4
-0.9135523854430948,-1.1650179795821258,-0.8741690378436584,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,-10.11212446201423,True,False,False,False,1
-0.1801610824695097,1.3296772953043026,0.3365155445113557,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,1,0.4104654430470367,True,False,True,False,6
1.2051336009250395,-0.2874702746254075,0.5314762853391823,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0.24101772569073884,True,False,False,False,3
-0.791320501614164,-0.4935610235167579,-0.7481879571842651,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,-3.585344813321863,True,False,False,False,2
-0.6690886177852331,-1.5240147679735103,-0.8631834699626608,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0,-2.608503413165887,True,False,False,False,1
1.0421577558197987,1.181757322309704,1.4990665744239262,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,0,0.7340601234903836,True,False,True,True,5
0.6754621043330061,1.2931128075977727,1.2145888969272465,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,1,0.7249277042949107,True,False,True,False,6
-0.3023929662984406,1.3529456056630036,0.1776880570752443,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,0,0.25471081639245674,True,False,True,False,6
1.490341329859212,1.6105590417771916,2.475877681529266,False,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0,0.994192102039778,True,False,True,True,8
0.797693988161937,-1.4675060142452372,-0.5560508161330804,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,-0.30931338692500043,True,False,False,False,1
1.5718292524118322,1.3928341377064908,2.249592630679317,True,False,False,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,0,0.8747052816860508,True,False,True,True,6
-0.9135523854430948,-0.3190486958265014,-0.7742621363716935,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,1,-8.956431479807069,True,False,False,False,3
-0.4653688114036817,0.8393807556031058,-0.1854754048220754,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,0,-0.3469221563916682,True,False,True,False,4
-1.2802480369298874,-0.8359375902233565,-0.9898704505662146,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,1,3.5321226917777153,True,False,False,False,2
-0.8320644628904743,-1.495760391109374,-0.9181333687409045,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,-5.467177373792588,True,False,False,False,1
-1.2802480369298874,-1.4841262359300234,-0.9984736061356706,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,1,3.5628210533566347,True,False,False,False,1
1.0421577558197987,-0.16281861198951,0.5390426503656527,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,0,0.26395739938771806,True,False,False,False,4
0.6754621043330061,-0.1727907450003817,0.3030955940300073,True,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0,0.18090268544191768,True,False,False,False,4
-0.0986731599168891,-0.3157246514895444,-0.3320819994749083,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,-0.36843682525229937,True,False,False,False,3
0.5939741817803856,1.1485168789401314,1.0879019163236925,True,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1,0.6825091201342817,True,False,True,False,5
-1.2802480369298874,-1.150059780065818,-0.9940396721114126,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,3.546999590081346,True,False,False,False,1
1.6125732136881423,0.8460288442770204,1.802757966025724,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0,0.6900315583810146,True,False,True,False,8
-0.6283446565089229,-0.0032644838155611,-0.5251015154562937,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,1,-1.4128722340538624,True,False,False,False,3
1.5718292524118322,1.0487955488314131,1.9781299834030968,False,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False,0,0.7691529216210715,True,False,True,True,6
-1.2395040756535771,1.0205411719672768,-0.9272218305219706,True,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,0,3.871424016446052,True,False,True,False,4
-0.22090504374582,0.0449341590703193,-0.1803796896001668,False,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,0,-0.23152465325589638,True,False,True,False,5
-1.2802480369298874,-1.4824642137615447,-0.9984515467624158,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,0,3.562742339608997,True,False,False,False,1
-1.2802480369298874,-0.6497911073537496,-0.9873998007616528,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3.5233067520422305,True,False,False,False,1
1.6125732136881423,1.1667991227933967,2.191995607110472,False,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,0,0.8390178677580694,True,False,True,True,6
-1.1172721918246462,0.1629377330323022,-0.8675512258671538,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,7.3977574083750275,True,False,True,False,1
0.5532302205040753,0.3324639942171226,0.5581019488579861,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,0,0.35931695217523085,True,False,True,False,2
0.0643026851883519,1.3811999825271402,0.5585210769498313,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1,0.5247765365272837,True,False,True,False,6
